,Variable Name,Variable Label,Variable Type
588,telecomm_line_conflict_2,"##TELECOMM_LINE_TYPE-RC## Was/Is construction in a conflict area? (-1: Don't Know, 0: No, 1: Yes)",Numeric
589,telecomm_line_plan_life_2,"##TELECOMM_LINE_TYPE-RC## Planned/ designed economic life of the constructed fac (-1: Don't know, 1: Years)",Numeric
590,telecomm_line_est_life_2,"##TELECOMM_LINE_TYPE-RC## Estimated economic life of the constructed facility (y (-1: Don't know, 1: Years)",Numeric
591,telecomm_line_rework_2,"##TELECOMM_LINE_TYPE-RC## Rework required not completed prior to award end date (1: Yes, minor defects, 2: Yes, major defects, 3: Yes, major requirements not met; estimate % not usable:, 4: Yes, completely unusable, 5: No, 6: Don't know; explain:)",Numeric
592,telecomm_tower_item,"Does this sub-award include any telecommunications tower-related items? (0: No, 1: Yes)",Numeric
593,telecomm_tower_const_location_1,"##TELECOMM_TOWER_TYPE-RC## Construction location (1: New site no previous construction of any kind, 2: New on site with previous construction of any type, 3: Upgrade Expansion of existing facility, 4: Rehab of existing facility approximately same footprint)",Numeric
594,telecomm_tower_conflict_1,"##TELECOMM_TOWER_TYPE-RC## Was/Is construction in a conflict area? (-1: Don't Know, 0: No, 1: Yes)",Numeric
595,telecomm_tower_plan_life_1,"##TELECOMM_TOWER_TYPE-RC## Planned/ designed economic life of the constructed fa (-1: Don't know, 1: Years)",Numeric
596,telecomm_tower_est_life_1,"##TELECOMM_TOWER_TYPE-RC## Estimated economic life of the constructed facility ( (-1: Don't know, 1: Years)",Numeric
597,telecomm_tower_rework_1,"##TELECOMM_TOWER_TYPE-RC## Rework required not completed prior to award end date (1: Yes, minor defects, 2: Yes, major defects, 3: Yes, major requirements not met; estimate % not usable:, 4: Yes, completely unusable, 5: No, 6: Don't know; explain:)",Numeric
598,telecomm_tower_const_location_2,"##TELECOMM_TOWER_TYPE-RC## Construction location (1: New site no previous construction of any kind, 2: New on site with previous construction of any type, 3: Upgrade Expansion of existing facility, 4: Rehab of existing facility approximately same footprint)",Numeric
599,telecomm_tower_conflict_2,"##TELECOMM_TOWER_TYPE-RC## Was/Is construction in a conflict area? (-1: Don't Know, 0: No, 1: Yes)",Numeric
600,telecomm_tower_plan_life_2,"##TELECOMM_TOWER_TYPE-RC## Planned/ designed economic life of the constructed fa (-1: Don't know, 1: Years)",Numeric
601,telecomm_tower_est_life_2,"##TELECOMM_TOWER_TYPE-RC## Estimated economic life of the constructed facility ( (-1: Don't know, 1: Years)",Numeric
602,telecomm_tower_rework_2,"##TELECOMM_TOWER_TYPE-RC## Rework required not completed prior to award end date (1: Yes, minor defects, 2: Yes, major defects, 3: Yes, major requirements not met; estimate % not usable:, 4: Yes, completely unusable, 5: No, 6: Don't know; explain:)",Numeric
603,wastemgmt_item,"Does this sub-award include any waste management-related items? (0: No, 1: Yes)",Integer
604,waterres_dam_item,"Does this sub-award include any dam-related items (including hydroelectric dams) (0: No, 1: Yes)",Integer
605,waterres_dam_const_location_1,"##WATERRES_DAM_TYPE-RC## Construction location (1: New site no previous construction of any kind, 2: New on site with previous construction of any type, 3: Upgrade Expansion of existing facility, 4: Rehab of existing facility approximately same footprint)",Integer
606,waterres_dam_conflict_1,"##WATERRES_DAM_TYPE-RC## Was/Is construction in a conflict area? (-1: Don't Know, 0: No, 1: Yes)",Numeric
607,waterres_dam_location_1,"##WATERRES_DAM_TYPE-RC## Location (1: Urban, 2: Rural)",Numeric
608,waterres_dam_const_mat_1,"##WATERRES_DAM_TYPE-RC## Dam construction material (-1: Don't know, 1: Earth/Rock, 2: Concrete, 3: Both, 4: Other:)",Numeric
609,waterres_dam_height_1,"##WATERRES_DAM_TYPE-RC## Typical dam height (m) (-1: Don't know, 1: m)",Numeric
610,waterres_dam_width_1,"##WATERRES_DAM_TYPE-RC## Typical dam width (m) (-1: Don't know, 1: m)",Numeric
611,waterres_dam_plan_vol_1,"##WATERRES_DAM_TYPE-RC## Planned typical reservoir volume (m3) (-1: Don't know, 1: m)",Numeric
612,waterres_dam_act_vol_1,"##WATERRES_DAM_TYPE-RC## Actual typical reservoir volume (m) (-1: Don't know, 1: m)",Numeric
613,waterres_dam_hydroelec_1,"##WATERRES_DAM_TYPE-RC## Does this Dam include Hydroelectric generation? (-1: Don't Know, 0: No, 1: Yes)",Numeric
614,waterres_dam_plan_mwgen_1,"##WATERRES_DAM_TYPE-RC## Planned typical megawatt generation (-1: Don't know, 1: MW)",Numeric
615,waterres_dam_act_mwgen_1,"##WATERRES_DAM_TYPE-RC## Actual typical megawatt generation (-1: Don't know, 1: MW)",Numeric
616,waterres_dam_plan_life_1,"##WATERRES_DAM_TYPE-RC## Planned/ designed economic life of the constructed faci (-1: Don't know, 1: Years)",Integer
617,waterres_dam_est_life_1,"##WATERRES_DAM_TYPE-RC## Estimated economic life of the constructed facility (ye (-1: Don't know, 1: Years)",Numeric
618,waterres_dam_rework_1,"##WATERRES_DAM_TYPE-RC## Required rework not completed prior to award end date (1: Yes, minor defects, 2: Yes, major defects, 3: Yes, major requirements not met; estimate % not usable:, 4: Yes, completely unusable, 5: No, 6: Don't know; explain:)",Numeric
619,waterres_dam_const_location_2,"##WATERRES_DAM_TYPE-RC## Construction location (1: New site no previous construction of any kind, 2: New on site with previous construction of any type, 3: Upgrade Expansion of existing facility, 4: Rehab of existing facility approximately same footprint)",Numeric
620,waterres_dam_conflict_2,"##WATERRES_DAM_TYPE-RC## Was/Is construction in a conflict area? (-1: Don't Know, 0: No, 1: Yes)",Numeric
621,waterres_dam_location_2,"##WATERRES_DAM_TYPE-RC## Location (1: Urban, 2: Rural)",Numeric
622,waterres_dam_const_mat_2,"##WATERRES_DAM_TYPE-RC## Dam construction material (-1: Don't know, 1: Earth/Rock, 2: Concrete, 3: Both, 4: Other:)",Numeric
623,waterres_dam_height_2,"##WATERRES_DAM_TYPE-RC## Typical dam height (m) (-1: Don't know, 1: m)",Numeric
624,waterres_dam_width_2,"##WATERRES_DAM_TYPE-RC## Typical dam width (m) (-1: Don't know, 1: m)",Numeric
625,waterres_dam_plan_vol_2,"##WATERRES_DAM_TYPE-RC## Planned typical reservoir volume (m3) (-1: Don't know, 1: m)",Numeric
626,waterres_dam_act_vol_2,"##WATERRES_DAM_TYPE-RC## Actual typical reservoir volume (m) (-1: Don't know, 1: m)",Numeric
627,waterres_dam_hydroelec_2,"##WATERRES_DAM_TYPE-RC## Does this Dam include Hydroelectric generation? (-1: Don't Know, 0: No, 1: Yes)",Numeric
628,waterres_dam_plan_mwgen_2,"##WATERRES_DAM_TYPE-RC## Planned typical megawatt generation (-1: Don't know, 1: MW)",Numeric
629,waterres_dam_act_mwgen_2,"##WATERRES_DAM_TYPE-RC## Actual typical megawatt generation (-1: Don't know, 1: MW)",Numeric
630,waterres_dam_plan_life_2,"##WATERRES_DAM_TYPE-RC## Planned/ designed economic life of the constructed faci (-1: Don't know, 1: Years)",Numeric
631,waterres_dam_est_life_2,"##WATERRES_DAM_TYPE-RC## Estimated economic life of the constructed facility (ye (-1: Don't know, 1: Years)",Numeric
632,waterres_dam_rework_2,"##WATERRES_DAM_TYPE-RC## Required rework not completed prior to award end date (1: Yes, minor defects, 2: Yes, major defects, 3: Yes, major requirements not met; estimate % not usable:, 4: Yes, completely unusable, 5: No, 6: Don't know; explain:)",Numeric
633,waterres_dam_const_location_3,"##WATERRES_DAM_TYPE-RC## Construction location (1: New site no previous construction of any kind, 2: New on site with previous construction of any type, 3: Upgrade Expansion of existing facility, 4: Rehab of existing facility approximately same footprint)",Numeric
634,waterres_dam_conflict_3,"##WATERRES_DAM_TYPE-RC## Was/Is construction in a conflict area? (-1: Don't Know, 0: No, 1: Yes)",Numeric
635,waterres_dam_location_3,"##WATERRES_DAM_TYPE-RC## Location (1: Urban, 2: Rural)",Numeric
636,waterres_dam_const_mat_3,"##WATERRES_DAM_TYPE-RC## Dam construction material (-1: Don't know, 1: Earth/Rock, 2: Concrete, 3: Both, 4: Other:)",Numeric
637,waterres_dam_height_3,"##WATERRES_DAM_TYPE-RC## Typical dam height (m) (-1: Don't know, 1: m)",Numeric
638,waterres_dam_width_3,"##WATERRES_DAM_TYPE-RC## Typical dam width (m) (-1: Don't know, 1: m)",Numeric
639,waterres_dam_plan_vol_3,"##WATERRES_DAM_TYPE-RC## Planned typical reservoir volume (m3) (-1: Don't know, 1: m)",Numeric
640,waterres_dam_act_vol_3,"##WATERRES_DAM_TYPE-RC## Actual typical reservoir volume (m) (-1: Don't know, 1: m)",Numeric
641,waterres_dam_hydroelec_3,"##WATERRES_DAM_TYPE-RC## Does this Dam include Hydroelectric generation? (-1: Don't Know, 0: No, 1: Yes)",Numeric
642,waterres_dam_plan_mwgen_3,"##WATERRES_DAM_TYPE-RC## Planned typical megawatt generation (-1: Don't know, 1: MW)",Numeric
643,waterres_dam_act_mwgen_3,"##WATERRES_DAM_TYPE-RC## Actual typical megawatt generation (-1: Don't know, 1: MW)",Numeric
644,waterres_dam_plan_life_3,"##WATERRES_DAM_TYPE-RC## Planned/ designed economic life of the constructed faci (-1: Don't know, 1: Years)",Numeric
645,waterres_dam_est_life_3,"##WATERRES_DAM_TYPE-RC## Estimated economic life of the constructed facility (ye (-1: Don't know, 1: Years)",Numeric
646,waterres_dam_rework_3,"##WATERRES_DAM_TYPE-RC## Required rework not completed prior to award end date (1: Yes, minor defects, 2: Yes, major defects, 3: Yes, major requirements not met; estimate % not usable:, 4: Yes, completely unusable, 5: No, 6: Don't know; explain:)",Numeric
647,waterres_dam_const_location_4,"##WATERRES_DAM_TYPE-RC## Construction location (1: New site no previous construction of any kind, 2: New on site with previous construction of any type, 3: Upgrade Expansion of existing facility, 4: Rehab of existing facility approximately same footprint)",Numeric
648,waterres_dam_conflict_4,"##WATERRES_DAM_TYPE-RC## Was/Is construction in a conflict area? (-1: Don't Know, 0: No, 1: Yes)",Numeric
649,waterres_dam_location_4,"##WATERRES_DAM_TYPE-RC## Location (1: Urban, 2: Rural)",Numeric
650,waterres_dam_const_mat_4,"##WATERRES_DAM_TYPE-RC## Dam construction material (-1: Don't know, 1: Earth/Rock, 2: Concrete, 3: Both, 4: Other:)",Numeric
651,waterres_dam_height_4,"##WATERRES_DAM_TYPE-RC## Typical dam height (m) (-1: Don't know, 1: m)",Numeric
652,waterres_dam_width_4,"##WATERRES_DAM_TYPE-RC## Typical dam width (m) (-1: Don't know, 1: m)",Numeric
653,waterres_dam_plan_vol_4,"##WATERRES_DAM_TYPE-RC## Planned typical reservoir volume (m3) (-1: Don't know, 1: m)",Numeric
654,waterres_dam_act_vol_4,"##WATERRES_DAM_TYPE-RC## Actual typical reservoir volume (m) (-1: Don't know, 1: m)",Numeric
655,waterres_dam_hydroelec_4,"##WATERRES_DAM_TYPE-RC## Does this Dam include Hydroelectric generation? (-1: Don't Know, 0: No, 1: Yes)",Numeric
656,waterres_dam_plan_mwgen_4,"##WATERRES_DAM_TYPE-RC## Planned typical megawatt generation (-1: Don't know, 1: MW)",Numeric
657,waterres_dam_act_mwgen_4,"##WATERRES_DAM_TYPE-RC## Actual typical megawatt generation (-1: Don't know, 1: MW)",Numeric
658,waterres_dam_plan_life_4,"##WATERRES_DAM_TYPE-RC## Planned/ designed economic life of the constructed faci (-1: Don't know, 1: Years)",Numeric
659,waterres_dam_est_life_4,"##WATERRES_DAM_TYPE-RC## Estimated economic life of the constructed facility (ye (-1: Don't know, 1: Years)",Numeric
660,waterres_dam_rework_4,"##WATERRES_DAM_TYPE-RC## Required rework not completed prior to award end date (1: Yes, minor defects, 2: Yes, major defects, 3: Yes, major requirements not met; estimate % not usable:, 4: Yes, completely unusable, 5: No, 6: Don't know; explain:)",Numeric
661,waterres_dam_const_location_5,"##WATERRES_DAM_TYPE-RC## Construction location (1: New site no previous construction of any kind, 2: New on site with previous construction of any type, 3: Upgrade Expansion of existing facility, 4: Rehab of existing facility approximately same footprint)",Numeric
662,waterres_dam_conflict_5,"##WATERRES_DAM_TYPE-RC## Was/Is construction in a conflict area? (-1: Don't Know, 0: No, 1: Yes)",Numeric
663,waterres_dam_location_5,"##WATERRES_DAM_TYPE-RC## Location (1: Urban, 2: Rural)",Numeric
664,waterres_dam_const_mat_5,"##WATERRES_DAM_TYPE-RC## Dam construction material (-1: Don't know, 1: Earth/Rock, 2: Concrete, 3: Both, 4: Other:)",Numeric
665,waterres_dam_height_5,"##WATERRES_DAM_TYPE-RC## Typical dam height (m) (-1: Don't know, 1: m)",Numeric
666,waterres_dam_width_5,"##WATERRES_DAM_TYPE-RC## Typical dam width (m) (-1: Don't know, 1: m)",Numeric
667,waterres_dam_plan_vol_5,"##WATERRES_DAM_TYPE-RC## Planned typical reservoir volume (m3) (-1: Don't know, 1: m)",Numeric
668,waterres_dam_act_vol_5,"##WATERRES_DAM_TYPE-RC## Actual typical reservoir volume (m) (-1: Don't know, 1: m)",Integer
669,waterres_dam_hydroelec_5,"##WATERRES_DAM_TYPE-RC## Does this Dam include Hydroelectric generation? (-1: Don't Know, 0: No, 1: Yes)",Numeric
670,waterres_dam_plan_mwgen_5,"##WATERRES_DAM_TYPE-RC## Planned typical megawatt generation (-1: Don't know, 1: MW)",Numeric
671,waterres_dam_act_mwgen_5,"##WATERRES_DAM_TYPE-RC## Actual typical megawatt generation (-1: Don't know, 1: MW)",Numeric
672,waterres_dam_plan_life_5,"##WATERRES_DAM_TYPE-RC## Planned/ designed economic life of the constructed faci (-1: Don't know, 1: Years)",Numeric
673,waterres_dam_est_life_5,"##WATERRES_DAM_TYPE-RC## Estimated economic life of the constructed facility (ye (-1: Don't know, 1: Years)",Numeric
674,waterres_dam_rework_5,"##WATERRES_DAM_TYPE-RC## Required rework not completed prior to award end date (1: Yes, minor defects, 2: Yes, major defects, 3: Yes, major requirements not met; estimate % not usable:, 4: Yes, completely unusable, 5: No, 6: Don't know; explain:)",Numeric
675,waterres_dam_const_location_6,"##WATERRES_DAM_TYPE-RC## Construction location (1: New site no previous construction of any kind, 2: New on site with previous construction of any type, 3: Upgrade Expansion of existing facility, 4: Rehab of existing facility approximately same footprint)",Numeric
676,waterres_dam_conflict_6,"##WATERRES_DAM_TYPE-RC## Was/Is construction in a conflict area? (-1: Don't Know, 0: No, 1: Yes)",Numeric
677,waterres_dam_location_6,"##WATERRES_DAM_TYPE-RC## Location (1: Urban, 2: Rural)",Numeric
678,waterres_dam_const_mat_6,"##WATERRES_DAM_TYPE-RC## Dam construction material (-1: Don't know, 1: Earth/Rock, 2: Concrete, 3: Both, 4: Other:)",Numeric
679,waterres_dam_height_6,"##WATERRES_DAM_TYPE-RC## Typical dam height (m) (-1: Don't know, 1: m)",Numeric
680,waterres_dam_width_6,"##WATERRES_DAM_TYPE-RC## Typical dam width (m) (-1: Don't know, 1: m)",Numeric
681,waterres_dam_plan_vol_6,"##WATERRES_DAM_TYPE-RC## Planned typical reservoir volume (m3) (-1: Don't know, 1: m)",Numeric
682,waterres_dam_act_vol_6,"##WATERRES_DAM_TYPE-RC## Actual typical reservoir volume (m) (-1: Don't know, 1: m)",Numeric
683,waterres_dam_hydroelec_6,"##WATERRES_DAM_TYPE-RC## Does this Dam include Hydroelectric generation? (-1: Don't Know, 0: No, 1: Yes)",Numeric
684,waterres_dam_plan_mwgen_6,"##WATERRES_DAM_TYPE-RC## Planned typical megawatt generation (-1: Don't know, 1: MW)",Numeric
685,waterres_dam_act_mwgen_6,"##WATERRES_DAM_TYPE-RC## Actual typical megawatt generation (-1: Don't know, 1: MW)",Numeric
686,waterres_dam_plan_life_6,"##WATERRES_DAM_TYPE-RC## Planned/ designed economic life of the constructed faci (-1: Don't know, 1: Years)",Numeric
687,waterres_dam_est_life_6,"##WATERRES_DAM_TYPE-RC## Estimated economic life of the constructed facility (ye (-1: Don't know, 1: Years)",Numeric
688,waterres_dam_rework_6,"##WATERRES_DAM_TYPE-RC## Required rework not completed prior to award end date (1: Yes, minor defects, 2: Yes, major defects, 3: Yes, major requirements not met; estimate % not usable:, 4: Yes, completely unusable, 5: No, 6: Don't know; explain:)",Numeric
689,waterres_irri_item,"Does this award include any irrigation systems-related items? (0: No, 1: Yes)",Numeric
690,irri_const_location_1,"##IRRI_TYPE-RC## Construction location (1: New site no previous construction of any kind, 2: New on site with previous construction of any type, 3: Upgrade Expansion of existing facility, 4: Rehab of existing facility approximately same footprint)",Integer
691,irri_conflict_1,"##IRRI_TYPE-RC## Was/Is construction in a conflict area? (-1: Don't Know, 0: No, 1: Yes)",Integer
692,irri_plan_prim_length_1,"##IRRI_TYPE-RC## Planned primary canal length (km) (-1: Don't know, 1: km)",Integer
693,irri_plan_sec_length_1,"##IRRI_TYPE-RC## Planned secondary canal length (km) (-1: Don't know, 1: km)",Integer
694,irri_plan_tert_length_1,"##IRRI_TYPE-RC## Planned tertiary canal length (km) (-1: Don't know, 1: km)",Integer
695,irri_act_prim_length_1,"##IRRI_TYPE-RC## Actual/ Estimated primary canal length (km) (-1: Don't know, 1: km)",Integer
696,irri_act_sec_length_1,"##IRRI_TYPE-RC## Actual/ Estimated secondary canal length (km) (-1: Don't know, 1: km)",Integer
697,irri_act_tert_length_1,"##IRRI_TYPE-RC## Actual/ Estimated tertiary canal length (km) (-1: Don't know, 1: km)",Integer
698,irri_plan_irri_1,"##IRRI_TYPE-RC## Planned area irrigated (ha) (-1: Don't know, 1: ha)",Integer
699,irri_act_irri_1,"##IRRI_TYPE-RC## Actual/ Estimated area irrigated (ha) (-1: Don't know, 1: ha)",Integer
700,irri_plan_life_1,"##IRRI_TYPE-RC## Planned/ designed economic life of the constructed facility (ye (-1: Don't know, 1: Years)",Integer
701,irri_est_life_1,"##IRRI_TYPE-RC## Estimated economic life of the constructed facility (years) (-1: Don't know, 1: Years)",Integer
702,irri_rework_1,"##IRRI_TYPE-RC## Required rework not completed prior to award end date (1: Yes, minor defects, 2: Yes, major defects, 3: Yes, major requirements not met; estimate % not usable:, 4: Yes, completely unusable, 5: No, 6: Don't know; explain:)",Integer
703,irri_const_location_2,"##IRRI_TYPE-RC## Construction location (1: New site no previous construction of any kind, 2: New on site with previous construction of any type, 3: Upgrade Expansion of existing facility, 4: Rehab of existing facility approximately same footprint)",Integer
704,irri_conflict_2,"##IRRI_TYPE-RC## Was/Is construction in a conflict area? (-1: Don't Know, 0: No, 1: Yes)",Integer
705,irri_plan_prim_length_2,"##IRRI_TYPE-RC## Planned primary canal length (km) (-1: Don't know, 1: km)",Integer
706,irri_plan_sec_length_2,"##IRRI_TYPE-RC## Planned secondary canal length (km) (-1: Don't know, 1: km)",Integer
707,irri_plan_tert_length_2,"##IRRI_TYPE-RC## Planned tertiary canal length (km) (-1: Don't know, 1: km)",Integer
708,irri_act_prim_length_2,"##IRRI_TYPE-RC## Actual/ Estimated primary canal length (km) (-1: Don't know, 1: km)",Integer
709,irri_act_sec_length_2,"##IRRI_TYPE-RC## Actual/ Estimated secondary canal length (km) (-1: Don't know, 1: km)",Integer
710,irri_act_tert_length_2,"##IRRI_TYPE-RC## Actual/ Estimated tertiary canal length (km) (-1: Don't know, 1: km)",Integer
711,irri_plan_irri_2,"##IRRI_TYPE-RC## Planned area irrigated (ha) (-1: Don't know, 1: ha)",Integer
712,irri_act_irri_2,"##IRRI_TYPE-RC## Actual/ Estimated area irrigated (ha) (-1: Don't know, 1: ha)",Integer
713,irri_plan_life_2,"##IRRI_TYPE-RC## Planned/ designed economic life of the constructed facility (ye (-1: Don't know, 1: Years)",Integer
714,irri_est_life_2,"##IRRI_TYPE-RC## Estimated economic life of the constructed facility (years) (-1: Don't know, 1: Years)",Integer
715,irri_rework_2,"##IRRI_TYPE-RC## Required rework not completed prior to award end date (1: Yes, minor defects, 2: Yes, major defects, 3: Yes, major requirements not met; estimate % not usable:, 4: Yes, completely unusable, 5: No, 6: Don't know; explain:)",Integer
716,irri_const_location_3,"##IRRI_TYPE-RC## Construction location (1: New site no previous construction of any kind, 2: New on site with previous construction of any type, 3: Upgrade Expansion of existing facility, 4: Rehab of existing facility approximately same footprint)",Numeric
717,irri_conflict_3,"##IRRI_TYPE-RC## Was/Is construction in a conflict area? (-1: Don't Know, 0: No, 1: Yes)",Numeric
718,irri_plan_prim_length_3,"##IRRI_TYPE-RC## Planned primary canal length (km) (-1: Don't know, 1: km)",Numeric
719,irri_plan_sec_length_3,"##IRRI_TYPE-RC## Planned secondary canal length (km) (-1: Don't know, 1: km)",Numeric
720,irri_plan_tert_length_3,"##IRRI_TYPE-RC## Planned tertiary canal length (km) (-1: Don't know, 1: km)",Numeric
721,irri_act_prim_length_3,"##IRRI_TYPE-RC## Actual/ Estimated primary canal length (km) (-1: Don't know, 1: km)",Numeric
722,irri_act_sec_length_3,"##IRRI_TYPE-RC## Actual/ Estimated secondary canal length (km) (-1: Don't know, 1: km)",Numeric
723,irri_act_tert_length_3,"##IRRI_TYPE-RC## Actual/ Estimated tertiary canal length (km) (-1: Don't know, 1: km)",Numeric
724,irri_plan_irri_3,"##IRRI_TYPE-RC## Planned area irrigated (ha) (-1: Don't know, 1: ha)",Numeric
725,irri_act_irri_3,"##IRRI_TYPE-RC## Actual/ Estimated area irrigated (ha) (-1: Don't know, 1: ha)",Numeric
726,irri_plan_life_3,"##IRRI_TYPE-RC## Planned/ designed economic life of the constructed facility (ye (-1: Don't know, 1: Years)",Numeric
727,irri_est_life_3,"##IRRI_TYPE-RC## Estimated economic life of the constructed facility (years) (-1: Don't know, 1: Years)",Numeric
728,irri_rework_3,"##IRRI_TYPE-RC## Required rework not completed prior to award end date (1: Yes, minor defects, 2: Yes, major defects, 3: Yes, major requirements not met; estimate % not usable:, 4: Yes, completely unusable, 5: No, 6: Don't know; explain:)",Numeric
729,waterstore_item,"Does this award include any water storage systems-related items? (0: No, 1: Yes, 96: Don't know)",Integer
730,waterstore_const_location_1,"##WATERSTORE_TYPE-RC## Construction location (1: New site no previous construction of any kind, 2: New on site with previous construction of any type, 3: Upgrade Expansion of existing facility, 4: Rehab of existing facility approximately same footprint)",Integer
731,waterstore_conflict_1,"##WATERSTORE_TYPE-RC## Was/Is construction in a conflict area? (-1: Don't Know, 0: No, 1: Yes)",Integer
732,waterstore_const_mat_1,"##WATERSTORE_TYPE-RC## Construction material (-1: Don't know, 1: Plastic on ground, 2: Plastic elevated, 3: Earth and Geo-membrane (engineered fabric), 4: Stone (on ground), 5: Steel on ground, 6: Steel above ground, 7: Other; Specify)",Integer
733,waterstore_prefab_1,"##WATERSTORE_TYPE-RC## Major Prefabricated elements? (-1: Don't Know, 0: No, 1: Yes)",Integer
734,waterstore_main_use_1,"##WATERSTORE_TYPE-RC## Main use (1: Drinking water, 2: Livestock, 3: Industrial and food processing, 4: Irrigation)",Integer
735,waterstore_plan_life_1,"##WATERSTORE_TYPE-RC## Planned/ designed economic life of the constructed facili (-1: Don't know, 1: Years:)",Integer
736,waterstore_est_life_1,"##WATERSTORE_TYPE-RC## Estimated economic life of the constructed facility (year (-1: Don't know, 1: Years:)",Integer
737,waterstore_rework_1,"##WATERSTORE_TYPE-RC## Required rework not completed prior to award end date (1: Yes, minor defects, 2: Yes, major defects, 3: Yes, major requirements not met; estimate % not usable:, 4: Yes, completely unusable, 5: No, 6: Don't know; explain:)",Integer
738,waterstore_const_location_2,"##WATERSTORE_TYPE-RC## Construction location (1: New site no previous construction of any kind, 2: New on site with previous construction of any type, 3: Upgrade Expansion of existing facility, 4: Rehab of existing facility approximately same footprint)",Integer
739,waterstore_conflict_2,"##WATERSTORE_TYPE-RC## Was/Is construction in a conflict area? (-1: Don't Know, 0: No, 1: Yes)",Integer
740,waterstore_const_mat_2,"##WATERSTORE_TYPE-RC## Construction material (-1: Don't know, 1: Plastic on ground, 2: Plastic elevated, 3: Earth and Geo-membrane (engineered fabric), 4: Stone (on ground), 5: Steel on ground, 6: Steel above ground, 7: Other; Specify)",Numeric
741,waterstore_prefab_2,"##WATERSTORE_TYPE-RC## Major Prefabricated elements? (-1: Don't Know, 0: No, 1: Yes)",Integer
742,waterstore_main_use_2,"##WATERSTORE_TYPE-RC## Main use (1: Drinking water, 2: Livestock, 3: Industrial and food processing, 4: Irrigation)",Integer
743,waterstore_plan_life_2,"##WATERSTORE_TYPE-RC## Planned/ designed economic life of the constructed facili (-1: Don't know, 1: Years:)",Integer
744,waterstore_est_life_2,"##WATERSTORE_TYPE-RC## Estimated economic life of the constructed facility (year (-1: Don't know, 1: Years:)",Integer
745,waterstore_rework_2,"##WATERSTORE_TYPE-RC## Required rework not completed prior to award end date (1: Yes, minor defects, 2: Yes, major defects, 3: Yes, major requirements not met; estimate % not usable:, 4: Yes, completely unusable, 5: No, 6: Don't know; explain:)",Integer
746,waterstore_const_location_3,"##WATERSTORE_TYPE-RC## Construction location (1: New site no previous construction of any kind, 2: New on site with previous construction of any type, 3: Upgrade Expansion of existing facility, 4: Rehab of existing facility approximately same footprint)",Integer
747,waterstore_conflict_3,"##WATERSTORE_TYPE-RC## Was/Is construction in a conflict area? (-1: Don't Know, 0: No, 1: Yes)",Integer
748,waterstore_const_mat_3,"##WATERSTORE_TYPE-RC## Construction material (-1: Don't know, 1: Plastic on ground, 2: Plastic elevated, 3: Earth and Geo-membrane (engineered fabric), 4: Stone (on ground), 5: Steel on ground, 6: Steel above ground, 7: Other; Specify)",Integer
749,waterstore_prefab_3,"##WATERSTORE_TYPE-RC## Major Prefabricated elements? (-1: Don't Know, 0: No, 1: Yes)",Integer
750,waterstore_main_use_3,"##WATERSTORE_TYPE-RC## Main use (1: Drinking water, 2: Livestock, 3: Industrial and food processing, 4: Irrigation)",Integer
751,waterstore_plan_life_3,"##WATERSTORE_TYPE-RC## Planned/ designed economic life of the constructed facili (-1: Don't know, 1: Years:)",Integer
752,waterstore_est_life_3,"##WATERSTORE_TYPE-RC## Estimated economic life of the constructed facility (year (-1: Don't know, 1: Years:)",Integer
753,waterstore_rework_3,"##WATERSTORE_TYPE-RC## Required rework not completed prior to award end date (1: Yes, minor defects, 2: Yes, major defects, 3: Yes, major requirements not met; estimate % not usable:, 4: Yes, completely unusable, 5: No, 6: Don't know; explain:)",Integer
754,other_const_const_loc_1,"##OTHER_CONST_TYPE-RC## Construction location (1: New site no previous construction of any kind, 2: New on site with previous construction of any type, 3: Upgrade Expansion of existing facility, 4: Rehab of existing facility approximately same footprint)",Integer
755,other_const_conflict_1,"##OTHER_CONST_TYPE-RC## Was/Is construction in a conflict area? (-1: Don't Know, 0: No, 1: Yes)",Numeric
756,other_const_location_1,"##OTHER_CONST_TYPE-RC## Location (-1: Don't know, 1: Urban, 2: Rural)",Numeric
757,other_const_prefab_1,"##OTHER_CONST_TYPE-RC## Did this facility include any major pre-fabricated compo (-1: Don't Know, 0: No, 1: Yes)",Numeric
758,other_const_plan_sites_1,"##OTHER_CONST_TYPE-RC## Planned # of sites (-1: Don't know, 1: No.)",Numeric
759,other_const_act_sites_1,"##OTHER_CONST_TYPE-RC## Actual/ Estimated # of sites (-1: Don't know, 1: No.)",Numeric
760,other_const_plan_size_1,"##OTHER_CONST_TYPE-RC## Planned size (-1: Don't know, 1: (Include units), 97: Not applicable)",Numeric
761,other_const_act_size_1,"##OTHER_CONST_TYPE-RC## Actual/ estimated size (-1: Don't know, 1: (Include units), 97: Not applicable)",Numeric
762,other_const_mat_1,"##OTHER_CONST_TYPE-RC## Type of Material (-1: Don't know, 1: Type:, 97: Not applicable)",Numeric
763,other_cosnt_non_haz_mat_1,"##OTHER_CONST_TYPE-RC## Specifications and /or clauses requiring use of safe, no (-1: Don't Know, 0: No, 1: Yes; describe standards:)",Numeric
764,other_const_plan_life_1,"##OTHER_CONST_TYPE-RC## Planned/ designed economic life of the constructed facil (-1: Don't know, 1: Years)",Numeric
